ext,proj_name,type,len,text,referencedLine
rs,rust,block,4,"//     `let Some(_) = a.is_some() && b`
//                     ++++++++++
// since the user probably just misunderstood how `let else`
// and `&&` work together.","if let Some((_, hir::Node::LetStmt(local))) = cond_parent
            && let hir::PatKind::Expr(PatExpr { kind: PatExprKind::Path(qpath), .. })
            | hir::PatKind::TupleStruct(qpath, _, _) = &local.pat.kind
            && let hir::QPath::Resolved(None, path) = qpath
            && let Some(did) = path
                .res
                .opt_def_id()
                .and_then(|did| self.tcx.opt_parent(did))
                .and_then(|did| self.tcx.opt_parent(did))
            && self.tcx.is_diagnostic_item(sym::Option, did)
        {
            return false;
        }"
rs,rust,singleton,1,"// create var lazily, at most once",let coercion = Coercion(span);
rs,rust,block,3,"// this error anymore without first having hit a trait solver error.
// Very fuzzy on the details here, but pattern types are an internal impl detail,
// so we can just go with this for now","if scalar.is_signed() {
                            let range = scalar.valid_range_mut();
                            let start = layout.size.sign_extend(range.start);
                            let end = layout.size.sign_extend(range.end);
                            if end < start {
                                let guar = tcx.dcx().err(format!(
                                    ""pattern type ranges cannot wrap: {start}..={end}""
                                ));

                                return Err(error(cx, LayoutError::ReferencesError(guar)));
                            }
                        } else {
                            let range = scalar.valid_range_mut();
                            if range.end < range.start {
                                let guar = tcx.dcx().err(format!(
                                    ""pattern type ranges cannot wrap: {}..={}"",
                                    range.start, range.end
                                ));

                                return Err(error(cx, LayoutError::ReferencesError(guar)));
                            }
                        }"
rs,uv,singleton,1,// Lock all extras and development dependencies.,"for node_index in resolution.graph.node_indices() {
            let ResolutionGraphNode::Dist(dist) = &resolution.graph[node_index] else {
                continue;
            };
            if let Some(extra) = dist.extra.as_ref() {
                let id = PackageId::from_annotated_dist(dist, root)?;
                let Some(package) = packages.get_mut(&id) else {
                    return Err(LockErrorKind::MissingExtraBase {
                        id,
                        extra: extra.clone(),
                    }
                    .into());
                };
                for edge in resolution.graph.edges(node_index) {
                    let ResolutionGraphNode::Dist(dependency_dist) =
                        &resolution.graph[edge.target()]
                    else {
                        continue;
                    };
                    let marker = *edge.weight();
                    package.add_optional_dependency(
                        &requires_python,
                        extra.clone(),
                        dependency_dist,
                        marker,
                        root,
                    )?;
                }
            }
            if let Some(group) = dist.dev.as_ref() {
                let id = PackageId::from_annotated_dist(dist, root)?;
                let Some(package) = packages.get_mut(&id) else {
                    return Err(LockErrorKind::MissingDevBase {
                        id,
                        group: group.clone(),
                    }
                    .into());
                };
                for edge in resolution.graph.edges(node_index) {
                    let ResolutionGraphNode::Dist(dependency_dist) =
                        &resolution.graph[edge.target()]
                    else {
                        continue;
                    };
                    let marker = *edge.weight();
                    package.add_group_dependency(
                        &requires_python,
                        group.clone(),
                        dependency_dist,
                        marker,
                        root,
                    )?;
                }
            }
        }"
rs,rust,singleton,1,// Here we rely on `range_as_init_chunks` to yield alternating init/uninit chunks.,"for chunk in chunks {
            let len = chunk.range().end.bytes() - chunk.range().start.bytes();
            ranges.push(len);
        }"
rs,zed,inline,1,"// If it fails again, wait longer.",retry_delay *= 2;
rs,rust,block,12,"// Hack: we know that there are traits implementing Fn for &F
// where F:Fn and so forth. In the particular case of types
// like `f: &mut FnMut()`, if there is a call `f()`, we would
// normally translate to `FnMut::call_mut(&mut f, ())`, but
// that winds up potentially requiring the user to mark their
// variable as `mut` which feels unnecessary and unexpected.
//
//     fn foo(f: &mut impl FnMut()) { f() }
//            ^ without this hack `f` would have to be declared as mutable
//
// The simplest fix by far is to just ignore this case and deref again,
// so we wind up with `FnMut::call_mut(&mut *f, ())`.","ty::Ref(..) if autoderef.step_count() == 0 => {
                return None;
            }"
rs,rust,block,9,"// }
//
// as seen in the `html5ever` benchmark. We use a `Cow` so that the base
// parser is only cloned when necessary (upon mutation). Furthermore, we
// reinitialize the `Cow` with the base parser at the start of every
// iteration, so that any mutated parsers are not reused. This is all quite
// hacky, but speeds up the `html5ever` benchmark significantly. (Issue
// 68836 suggests a more comprehensive but more complex change to deal with
// this situation.)","let parser = parser_from_cx(psess, arg.clone(), T::recovery());"
rs,rust,singleton,1,// flip to them.,self.bytes_used += 2 * canonicalized.canonicalized_words.len();
rs,uv,singleton,1,// `<1.0.0+[max]` is equivalent to `<1.0.0`,"if b.local() == LocalVersionSlice::Max {
                    upper = Bound::Included(b.clone().without_local());
                }"
rs,union,singleton,1,// the event property that contains the wasm contract address that emitted the event,"const TYPE: &str = ""type"";"
rs,rust,singleton,2,// due to rule C.,"if let_kind == LetKind::Super {
        if let Some(scope) = visitor.extended_super_lets.remove(&pat.unwrap().hir_id.local_id) {
            // This expression was lifetime-extended by a parent let binding. E.g.
            //
            //     let a = {
            //         super let b = temp();
            //         &b
            //     };
            //
            // (Which needs to behave exactly as: let a = &temp();)
            //
            // Processing of `let a` will have already decided to extend the lifetime of this
            // `super let` to its own var_scope. We use that scope.
            visitor.cx.var_parent = scope;
        } else {
            // This `super let` is not subject to lifetime extension from a parent let binding. E.g.
            //
            //     identity({ super let x = temp(); &x }).method();
            //
            // (Which needs to behave exactly as: identity(&temp()).method();)
            //
            // Iterate up to the enclosing destruction scope to find the same scope that will also
            // be used for the result of the block itself.
            while let Some(s) = visitor.cx.var_parent {
                let parent = visitor.scope_tree.parent_map.get(&s).cloned();
                if let Some(Scope { data: ScopeData::Destruction, .. }) = parent {
                    break;
                }
                visitor.cx.var_parent = parent;
            }
        }
    }"
rs,rust,block,3,"// If the pattern is using placeholders for field names then order
// independence doesn't make sense. Fall back to regular ordered
// matching.","return self.attempt_match_node_children(phase, pattern, code);"
rs,zed,singleton,1,// Populate repository entries.,let mut repositories = Vec::new();
rs,rust,block,2,"// FIXME: this doesn't account for trivial derefs, but works as a first
// approximation.","&& (
                                // `T: Trait` && `&&T: OtherTrait`, we want `OtherTrait`
                                self.can_eq(
                                    obligation.param_env,
                                    leaf_trait_predicate.self_ty().skip_binder(),
                                    root_pred.self_ty().peel_refs(),
                                )
                                // `&str: Iterator` && `&str: IntoIterator`, we want `IntoIterator`
                                || self.can_eq(
                                    obligation.param_env,
                                    leaf_trait_predicate.self_ty().skip_binder(),
                                    root_pred.self_ty(),
                                )
                            )"
rs,deno,singleton,1,"// 3-byte or 4-byte UTF-8 sequence, or invalid UTF-8",latin1_bytes.push(b'?');
rs,rust,block,2,"// We only accept this routine to be invoked on implementations
// of a trait, not inherent implementations.",let trait_ref = tcx.impl_trait_ref(impl_def_id).unwrap();
rs,rust,block,6,"// If the crate doesn't have an `allocator_kind` set then there's definitely
// no shim to generate. Otherwise we also check our dependency graph for all
// our output crate types. If anything there looks like its a `Dynamic`
// linkage, then it's already got an allocator shim and we'll be using that
// one instead. If nothing exists then it's our job to generate the
// allocator!","let any_dynamic_crate = tcx.dependency_formats(()).iter().any(|(_, list)| {
        use rustc_middle::middle::dependency_format::Linkage;
        list.iter().any(|&linkage| linkage == Linkage::Dynamic)
    });"
rs,rust,singleton,1,// Expr using the name node id.,"let expr = Expr {
                                id: sym.id,
                                kind: ExprKind::Path(sym.qself.clone(), sym.path.clone()),
                                span: *op_sp,
                                attrs: AttrVec::new(),
                                tokens: None,
                            };"
rs,uv,singleton,1,// Use a portable representation for relative paths.,"path.to_slash()
            .map(Either::Left)
            .unwrap_or_else(|| Either::Right(path.display()))"
rs,zed,singleton,1,// Upper case,target.to_uppercase()
rs,rust,block,21,"// will have DB index of 1. Not quite what we want. So we apply
// the instantiation to the *contents* of the trait reference,
// rather than the trait reference itself (put another way, the
// instantiation code expects equal binding levels in the values
// from the instantiation and the value being instantiated into, and
// this trick achieves that).
// Working through the second example:
// trait_ref: for<'x> T: Foo1<'^0.0>; args: [T, '^0.0]
// predicate: for<'b> Self: Bar1<'a, '^0.0>; args: [Self, 'a, '^0.0]
// We want to end up with:
//     for<'x, 'b> T: Bar1<'^0.0, '^0.1>
// To do this:
// 1) We must shift all bound vars in predicate by the length
//    of trait ref's bound vars. So, we would end up with predicate like
//    Self: Bar1<'a, '^0.1>
// 2) We can then apply the trait args to this, ending up with
//    T: Bar1<'^0.0, '^0.1>
// 3) Finally, to create the final bound vars, we concatenate the bound
//    vars of the trait ref with those of the predicate:
//    ['x, 'b]",let bound_pred = self.kind();
rs,uv,singleton,1,// Resolve the settings from the command-line arguments and workspace configuration.,"let args = PipFreezeSettings::resolve(args, filesystem);"
rs,sway,block,2,"// We don't look for the first operand being a constant and the second
// one a base register. Such patterns must be canonicalised prior.","if let Some(&RegContents::Constant(c2)) = reg_contents.get(opd2) {
                                process_add(&mut reg_contents, &mut latest_version, dest, opd1, c2);
                            } else {
                                reg_contents.remove(dest);
                                record_new_def(&mut latest_version, dest);
                            }"
rs,rust,singleton,1,"// we check if the RHS is a deref operation, to suggest removing it.","suggest_remove_deref(err, &expr);"
rs,rust,singleton,1,// Create a Parser.,let psess = ParseSess::new(rustc_driver::DEFAULT_LOCALE_RESOURCES.to_vec());
rs,fuel-core,singleton,1,// send latest `BlockHeight`,"self.outbound = Some(OutboundState::SendingBlockHeight(
                    send_block_height(stream, block_height).boxed(),
                ))"
rs,rust,singleton,1,// FIXME: is it a problem to discard the error here?,"let op = ecx.const_val_to_op(val, ty, None).discard_err()?;"
rs,zed,singleton,1,// Doesn't make sense to scroll the alt screen,"if !self.last_content.mode.contains(TermMode::ALT_SCREEN) {
                let scroll_lines = match self.drag_line_delta(e, region) {
                    Some(value) => value,
                    None => return,
                };

                self.events
                    .push_back(InternalEvent::Scroll(AlacScroll::Delta(scroll_lines)));
            }"
rs,rust,singleton,1,// It will be unified during the upvar inference phase (`upvar.rs`),"None => self.next_ty_var(expr_span),"
rs,rust,singleton,1,// Backup semantics enables opening directories as well as files.,opts.custom_flags(c::FILE_FLAG_BACKUP_SEMANTICS);
rs,uv,singleton,1,// Populate the Git resolver.,"for ResolvedRepositoryReference { reference, sha } in git {
        debug!(""Inserting Git reference into resolver: `{reference:?}` at `{sha}`"");
        state.git().insert(reference, sha);
    }"
rs,rust,singleton,1,"// No substitution, this can only occur in type position.",sema . resolve_use_type_arg (name_ref)
rs,uv,singleton,1,// Disallow `pylock.toml` files as constraints.,"if let Some(pylock_toml) = constraints.iter().find_map(|source| {
            if let RequirementsSource::PylockToml(path) = source {
                Some(path)
            } else {
                None
            }
        }) {
            return Err(anyhow::anyhow!(
                ""Cannot use `{}` as a constraint file"",
                pylock_toml.user_display()
            ));
        }"
rs,rust,singleton,1,"// See algo::ancestors_at_offset, which uses the same approach",. kmerge_by
rs,rust,singleton,1,// TODO: when https://github.com/rust-lang/miri/issues/3730 is fixed this should use its notion of tid/pid,"let thread_id = match pid {
                    0 => this.active_thread(),
                    _ =>
                        throw_unsup_format!(
                            ""`sched_setaffinity` is only supported with a pid of 0 (indicating the current thread)""
                        ),
                };"
rs,zed,inline,1,// visible screen request already invalidated the entries,","
rs,rustdesk,singleton,1,// executable,let executable = String::from_utf8_lossy(&BIN_DATA[base..]).to_string();
rs,zed,singleton,1,// TODO based on grep.app results it seems that vscode supports whitespace-splitting this field (ugh),"let definition = DebugScenario {
            label,
            build: None,
            request: match self.request {
                Request::Launch => {
                    let cwd = self.cwd.map(|cwd| PathBuf::from(replacer.replace(&cwd)));
                    let program = self.program.ok_or_else(|| {
                        anyhow!(""vscode debug launch configuration does not define a program"")
                    })?;
                    let program = replacer.replace(&program);
                    let args = self
                        .args
                        .into_iter()
                        .map(|arg| replacer.replace(&arg))
                        .collect();
                    let env = self
                        .env
                        .into_iter()
                        .filter_map(|(k, v)| v.map(|v| (k, v)))
                        .collect();
                    DebugRequest::Launch(LaunchRequest {
                        program,
                        cwd,
                        args,
                        env,
                    })
                    .into()
                }
                Request::Attach => DebugRequest::Attach(AttachRequest { process_id: None }).into(),
            },
            adapter: task_type_to_adapter_name(&self.r#type),
            // TODO host?
            tcp_connection: self.port.map(|port| TcpArgumentsTemplate {
                port: Some(port),
                host: None,
                timeout: None,
            }),
            stop_on_entry: self.stop_on_entry,
            // TODO
            initialize_args: None,
        };"
rs,zed,singleton,1,"// We don't log an error, because ""not signed in"" is also an error.",let _ = task.await;
rs,rust,singleton,1,// Transform `&mut x | ... | &mut y` into `&mut (x | y)`.,"Ref(target, Mutability::Mut) => extend_with_matching(
            target, start, alternatives,
            |k| matches!(k, Ref(_, Mutability::Mut)),
            |k| always_pat!(k, Ref(p, _) => p),
        ),"
rs,rust,singleton,1,// Fixes from `cargo check`.,"for fix in snap
        .check_fixes
        .iter()
        .flat_map(|it| it.values())
        .filter_map(|it| it.get(&frange.file_id))
        .flatten()
    {
        // FIXME: this mapping is awkward and shouldn't exist. Refactor
        // `snap.check_fixes` to not convert to LSP prematurely.
        let intersect_fix_range = fix
            .ranges
            .iter()
            .copied()
            .filter_map(|range| from_proto::text_range(&line_index, range).ok())
            .any(|fix_range| fix_range.intersect(frange.range).is_some());
        if intersect_fix_range {
            res.push(fix.action.clone());
        }
    }"
rs,deno,singleton,1,// Noop,}
rs,rust,block,2,"// satisfy the requirements of align_of_val_raw; this is an implementation
// detail of the language that must not be relied upon outside of std.",unsafe { data_offset_align(align_of_val_raw(ptr)) }
rs,rust,singleton,1,// note: unable to trigger `Subslice` kind in tests,"ProjectionKind::Subslice |
                        // Doesn't have surface syntax. Only occurs in patterns.
                        ProjectionKind::OpaqueCast => (),"
rs,rust,singleton,1,// - the stack can create recursion.,"if result.is_stack_dependent() {
            return;
        }"
rs,rust,block,30,"// On windows these fall-back to platform native calling convention (C) when the
// architecture is not supported.
//
// This is I believe a historical accident that has occurred as part of Microsoft
// striving to allow most of the code to ""just"" compile when support for 64-bit x86
// was added and then later again, when support for ARM architectures was added.
//
// This is well documented across MSDN. Support for this in Rust has been added in
// #54576. This makes much more sense in context of Microsoft's C++ than it does in
// Rust, but there isn't much leeway remaining here to change it back at the time this
// comment has been written.
//
// Following are the relevant excerpts from the MSDN documentation.
//
// > The __vectorcall calling convention is only supported in native code on x86 and
// x64 processors that include Streaming SIMD Extensions 2 (SSE2) and above.
// > ...
// > On ARM machines, __vectorcall is accepted and ignored by the compiler.
//
// -- https://docs.microsoft.com/en-us/cpp/cpp/vectorcall?view=msvc-160
//
// > On ARM and x64 processors, __stdcall is accepted and ignored by the compiler;
//
// -- https://docs.microsoft.com/en-us/cpp/cpp/stdcall?view=msvc-160
//
// > In most cases, keywords or compiler switches that specify an unsupported
// > convention on a particular platform are ignored, and the platform default
// > convention is used.
//
// -- https://docs.microsoft.com/en-us/cpp/cpp/argument-passing-and-naming-conventions","Stdcall { .. } | Fastcall { .. } | Vectorcall { .. } if self.is_like_windows => true,"
rs,rust,block,9,"// can legitimately occur as a contextual keyword
// in 2015 code denoting its 2018 meaning, and we
// do not want rustfix to inject bugs into working
// code by rewriting such occurrences.
//
// But if we see `dyn` outside of a macro, we know
// its precise role in the parsed AST and thus are
// assured this is truly an attempt to use it as
// an identifier.","kw::Dyn if !under_macro => (KEYWORD_IDENTS_2018, Edition::Edition2018),"
rs,sway,singleton,1,// TODO: Implement visiting `associated consts`.,}
rs,rust,singleton,1,// nth(n) skips n+1,"if self.iter.nth(n - 1).is_none() {
                return try { init };
            }"
rs,rust,block,4,"// Remove transitively reverse-implied features.
// We don't care about the order in `features` since the only thing we use it for is the
// `features.contains` below.",#[allow(rustc::potential_query_instability)]
rs,rustdesk,block,18,"// The following code causes a bug.
// The virtual display cannot be added when there's no session(eg. when exiting from RDP).
// Because `crate::platform::desktop_changed()` always returns true at that time.
//
// The code only solves a rare case:
// 1. The control side is connecting.
// 2. The windows session is switching, no displays are detected, but they're there.
// Then the controlled side plugs in a virtual display for ""headless"".
//
// No need to do the following check. But the code is kept here for marking the issue.
// If there're someones reporting the issue, we may add a better check by waiting for a while. (switching session).
// But I don't think it's good to add the timeout check without any issue.
//
// If is switching session, no displays may be detected.
// if displays.is_empty() && crate::platform::desktop_changed() {
//     return Ok(displays);
// }",let no_displays_v = no_displays(&displays);
rs,rust,singleton,1,// We skip all the work if the bit is already set.,"let (word_index, mask) = chunk_word_index_and_mask(elem);"
rs,rust,singleton,1,// NOTE: make `dist` part of the URL because that's how it's stored in src/stage0,"(dist_server, format!(""dist/{key}/{filename}""), true)"
rs,rust,block,2,"// Floating point value is NaN (flagged with INVALID_OP) or outside the range
// of values of the integer type (flagged with OVERFLOW or UNDERFLOW).",interp_ok(None)
rs,rust,singleton,1,"// this slows down rust-analyzer by quite a bit unfortunately, so enabling this is currently not worth it","let _variant_id_to_fields = |id: VariantId| {
        let variant_data = &id.variant_data(db);
        let fields = if variant_data.fields().is_empty() {
            vec![]
        } else {
            let field_types = db.field_types(id);
            variant_data
                .fields()
                .iter()
                .map(|(idx, _)| field_types[idx].clone().substitute(Interner, &bound_vars_subst))
                .filter(|it| !it.contains_unknown())
                .collect()
        };
        rust_ir::AdtVariantDatum { fields }
    };"
rs,alacritty,singleton,1,// Clamp selection to within grid boundaries.,"if end.point.line < term.topmost_line() {
            return None;
        }"
rs,rustdesk,block,3,"// A big read lock is needed to prevent race conditions.
// Loading plugin list may be slow.
// Users may call uninstall plugin in the middle.",let plugin_infos = super::plugins::get_plugin_infos();
rs,rust,block,11,"// - E0433 failed to resolve: use of undeclared type or module `{}`
//
// The first one is emitted for paths in type-position, and the
// latter one - for paths in expression-position.
//
// Thus (since we're in expression-position at this point), not to
// confuse the user, we want to keep the *message* from E0433 (so
// `parent_err`), but we want *hints* from E0412 (so `err`).
//
// And that's what happens below - we're just mixing both messages
// into a single one.","let mut parent_err = this.r.into_struct_error(parent_err.span, parent_err.node);"
rs,rust,singleton,1,// Print just the sysroot and nothing else to stdout; this way we do not need any escaping.,"println!(""{}"", sysroot_dir.display());"
rs,rust,singleton,1,// Abort if public function/method or closure.,"match fn_kind {
            FnKind::ItemFn(..) | FnKind::Method(..) => {
                if self.avoid_breaking_exported_api && cx.effective_visibilities.is_exported(def_id) {
                    return;
                }
            },
            FnKind::Closure => return,
        }"
rs,sway,singleton,1,"// We now try to type check it again, this time with the type annotation.","ctx.by_ref()
                .with_help_text(
                    ""Function application argument type must match function parameter type."",
                )
                .with_type_annotation(param.type_argument.type_id())"
rs,rust,block,2,"// Ensure there are no symbolic links in the tarball. In particular,
// rustup-toolchain-install-master and most versions of Windows can't handle symbolic links.",let decompressed_output = self.temp_dir.join(&package_name);
rs,rust,singleton,1,// SAFETY: the caller must uphold the safety contract for `offset_from`.,unsafe { self.cast::<u8>().offset_from(origin.cast::<u8>()) }
rs,rust,singleton,2,// the structure like it is.,let snapshot = self.snapshot();
rs,rust,block,3,"// to have their crate ID invalidated, because they stay on the same root file and
// they're dependencies of everything else, so if some collision miraculously occurs
// we will resolve it by disambiguating the other crate.","let skip = dep.is_sysroot()
                    && match dep.crate_id.data(self.db).origin {
                        CrateOrigin::Lang(LangCrateOrigin::Core) => crate_data.no_core,
                        CrateOrigin::Lang(LangCrateOrigin::Std) => crate_data.no_std,
                        _ => false,
                    };"
rs,rust,block,4,"// Auto-vectorization for this check is a bit fragile, sum and comparing against the chunk
// size gives the best result, specifically a pmovmsk instruction on x86.
// See https://github.com/llvm/llvm-project/issues/96395 for why llvm currently does not
// currently recognize other similar idioms.","if is_ascii.iter().map(|x| *x as u8).sum::<u8>() as usize != N {
            break;
        }"
rs,rust,block,24,"//
// 1. Any hygiene information associated with identifier of
// a proc macro (e.g. `#[proc_macro] pub fn $name`) will be lost.
// Since proc-macros can only be invoked from a different crate,
// real code should never need to care about this.
//
// 2. Using `Span::def_site` or `Span::mixed_site` will not
// include any hygiene information associated with the definition
// site. This means that a proc-macro cannot emit a `$crate`
// identifier which resolves to one of its dependencies,
// which also should never come up in practice.
//
// Additionally, this affects `Span::parent`, and any other
// span inspection APIs that would otherwise allow traversing
// the `SyntaxContexts` associated with a span.
//
// None of these user-visible effects should result in any
// cross-crate inconsistencies (getting one behavior in the same
// crate, and a different behavior in another crate) due to the
// limited surface that proc-macros can expose.
//
// IMPORTANT: If this is ever changed, be sure to update
// `rustc_span::hygiene::raw_encode_expn_id` to handle
// encoding `ExpnData` for proc-macro crates.",let ctxt = if s.is_proc_macro { SyntaxContext::root() } else { self.ctxt };
rs,zed,singleton,1,"// if only one entry was dragged and it was disambiguated, open the rename editor","if item_count == 1 && disambiguation_range . is_some () {
                                    project_panel.rename_impl(disambiguation_range, window, cx);
                                }"
rs,deno,block,2,"// so we instead hardcode a plausible value. This value matches
// what the mach kernel will report when running Rosetta apps.",cpu_speed = 2_400_000_000;
rs,rust,block,4,"// This ensures that we only return events that we are interested. The FD might have been closed since
// the event was generated, in which case we are not interested anymore.
// When a file description is fully closed, it gets removed from `machine.epoll_interests`,
// so we skip events whose FD is not in that map anymore.","if ecx.machine.epoll_interests.get_epoll_interest(epoll_key.0).is_some() {
            return Some(epoll_event_instance);
        }"
rs,rust,block,3,"// In the new solver, we can just instantiate this eagerly
// with the witness. This will ensure that goals that don't need
// to stall on interior types will get processed eagerly.","let interior = if self.next_trait_solver() {
                    Ty::new_coroutine_witness(tcx, expr_def_id.to_def_id(), parent_args)
                } else {
                    self.next_ty_var(expr_span)
                };"
rs,rust,block,2,"// If the mapping is a branch region, print both of its arms
// in resolved form (even if they aren't expressions).","MappingKind::Branch { r#true, r#false }
                    | MappingKind::MCDCBranch { r#true, r#false, .. } => {
                        println!(""    true  = {}"", expression_resolver.format_term(r#true));
                        println!(""    false = {}"", expression_resolver.format_term(r#false));
                    }"
rs,zed,singleton,1,// 'True' colors,"terminal::alacritty_terminal::vte::ansi::Color::Spec(rgb) => {
            terminal::rgba_color(rgb.r, rgb.g, rgb.b)
        }"
rs,rust,block,7,"// borrows, so we conservatively assume that all borrowed locals are live until
// we find a StorageDead statement referencing the locals.
// To do this we just union our `liveness` result with `borrowed_locals`, which
// contains all the locals which has been borrowed before this suspension point.
// If a borrow is converted to a raw reference, we must also assume that it lives
// forever. Note that the final liveness is still bounded by the storage liveness
// of the local, which happens using the `intersect` operation below.",borrowed_locals_cursor2.seek_before_primary_effect(loc);
rs,rust,inline,1,"// no: `auto::b`, yes: `auto trait X { .. }`","self.is_kw_followed_by_ident(kw::Union) // no: `union::b`, yes: `union U { .. }`
        || self.is_reuse_path_item()
        || self.check_auto_or_unsafe_trait_item()"
rs,rust,block,4,"// flushed the buffer to ensure that there is. In the latter case, we know that there
// is because flushing ensured that our entire buffer is spare capacity, and we entered
// this block because the input buffer length is less than that capacity. In either
// case, it's safe to write the input buffer to our buffer.","unsafe {
                self.write_to_buffer_unchecked(buf);
            }"
rs,rust,block,5,"// Note that we don't need to test if the weak counter is locked because there
// are no such operations like `Arc::get_mut` or `Arc::make_mut` that will lock
// the weak counter.
//
// SAFETY: This pointer was allocated at creation time so we know it is valid.","let old_size = unsafe { (*this.ptr.as_ptr()).weak.fetch_add(1, Relaxed) };"
rs,rust,block,2,"// Remove ending semicolons and any whitespace ' ' in between.
// Without `return`, the suggestion might not compile if the semicolon is retained","if let Some(semi_span) = stmt.span.trim_start(semi_expr.span) {
                        let semi_span_to_remove =
                            span_find_starting_semi(cx.sess().source_map(), semi_span.with_hi(sp.hi()));
                        semi_spans.push(semi_span_to_remove);
                    }"
rs,zed,singleton,1,// This code relies on reusing allocations from the Vec<_> - at the time of writing .flatten() prevents them.,#[allow(clippy::filter_map_identity)]
rs,rust,block,5,"// Make sure we get rerun when the git commit changes.
// We want to watch two files: HEAD, which tracks which branch we are on,
// and the file for that branch that tracks which commit is checked out.
// First, find the `HEAD` file. This should work even with worktrees.","let git_head_file = PathBuf::from(get_output(""git"", &[""rev-parse"", ""--git-path"", ""HEAD""])?);"
rs,sway,block,2,"// Again, we trust the `size` method called on non-aggregate types
// and calculate the struct size on our own.","let struct_size = first_field_ty.size(context).in_bytes_aligned()
                        + second_field_type.size(context).in_bytes_aligned();"
rs,rust,singleton,1,// SAFETY: `Searcher` is known to return valid indices.,unsafe { Some(haystack.get_unchecked(..start)) }
rs,sway,singleton,1,// TODO: This is the workaround if `expr` is a reference.,"write!(formatted_code, ""{}"", AmpersandToken::AS_STR)?;"
rs,rust,singleton,1,// Public items are visible everywhere.,"Visibility::Public => true,"
rs,rust,block,10,"// at the start of the function. But that doesn't work so well for
// immutable variables defined in a loop:
//     loop { let x; x = 5; }
// because the ""assignment"" loops back around and generates an error.
//
// So now we just check that variables defined w/o an
// initializer are not live at the point of their
// initialization, which is mildly more complex than checking
// once at the func header but otherwise equivalent.","if let Some(els) = local.els {
                    // Eventually, `let pat: ty = init else { els };` is mostly equivalent to
                    // `let (bindings, ...) = match init { pat => (bindings, ...), _ => els };`
                    // except that extended lifetime applies at the `init` location.
                    //
                    //       (e)
                    //        |
                    //        v
                    //      (expr)
                    //      /   \
                    //     |     |
                    //     v     v
                    // bindings  els
                    //     |
                    //     v
                    // ( succ )
                    //
                    if let Some(init) = local.init {
                        let else_ln = self.propagate_through_block(els, succ);
                        let ln = self.live_node(local.hir_id, local.span);
                        self.init_from_succ(ln, succ);
                        self.merge_from_succ(ln, else_ln);
                        let succ = self.propagate_through_expr(init, ln);
                        self.define_bindings_in_pat(local.pat, succ)
                    } else {
                        span_bug!(
                            stmt.span,
                            ""variable is uninitialized but an unexpected else branch is found""
                        )
                    }
                } else {
                    let succ = self.propagate_through_opt_expr(local.init, succ);
                    self.define_bindings_in_pat(local.pat, succ)
                }"
rs,rust,singleton,1,// Parse an unqualified path,"(None, self.parse_path(PathStyle::Pat)?)"
rs,rust,block,2,"// Wrap the pattern in a marker node to indicate that it is the result of lowering a
// constant. This is used for diagnostics, and for unsafety checking of inline const blocks.","let kind = PatKind::ExpandedConstant { subpattern: inlined_const_as_pat, def_id: uv.def };"
rs,rust,singleton,1,// Note that different arguments might have different target feature requirements.,"match arg {
                    // YIELD
                    1 => {
                        this.expect_target_feature_for_intrinsic(link_name, ""v6"")?;
                        this.yield_active_thread();
                    }
                    _ => {
                        throw_unsup_format!(""unsupported llvm.arm.hint argument {}"", arg);
                    }
                }"
rs,rust,singleton,1,// Join the split lines.,in_split_line = None;
rs,uv,singleton,1,// Create the `pyproject.toml`,"let mut pyproject = pyproject_project(
            name,
            requires_python,
            author.as_ref(),
            description,
            no_description,
            no_readme,
        );"
rs,sway,inline,1,// Used just here for getting the three parsed elements.,#[allow(clippy::type_complexity)]
rs,rust,block,2,"// If we couldn't figure out a type, just write 0,
// which is encoded as `` ` `` (see RenderTypeId::write_to_string).","let has_missing = self
            .inputs
            .iter()
            .chain(self.output.iter())
            .any(|i| i.id.is_none() && i.generics.is_none());"
rs,rustdesk,singleton,1,"// The default hostname is ""localhost"" which is a bit confusing","if hostname == ""localhost"" {
                                    hostname = ""unknown"".to_owned();
                                }"
rs,rust,block,2,"// https://github.com/model-checking/kani and is not a performance
// or maintenance issue for us.","DefKind::Closure => true,"
ts,TypeScript,block,2,"// See GH#16030
/** @internal */","export function getDeclarationFromName(name: Node): Declaration | undefined {
    const parent = name.parent;
    switch (name.kind) {
        case SyntaxKind.StringLiteral:
        case SyntaxKind.NoSubstitutionTemplateLiteral:
        case SyntaxKind.NumericLiteral:
            if (isComputedPropertyName(parent)) return parent.parent;
            // falls through
        case SyntaxKind.Identifier:
            if (isDeclaration(parent)) {
                return parent.name === name ? parent : undefined;
            }
            else if (isQualifiedName(parent)) {
                const tag = parent.parent;
                return isJSDocParameterTag(tag) && tag.name === parent ? tag : undefined;
            }
            else {
                const binExp = parent.parent;
                return isBinaryExpression(binExp) &&
                        getAssignmentDeclarationKind(binExp) !== AssignmentDeclarationKind.None &&
                        ((binExp.left as BindableStaticNameExpression).symbol || binExp.symbol) &&
                        getNameOfDeclaration(binExp) === name
                    ? binExp
                    : undefined;
            }
        case SyntaxKind.PrivateIdentifier:
            return isDeclaration(parent) && parent.name === name ? parent : undefined;
        default:
            return undefined;
    }
}"
